molecule_id,inn_name,category,in_pmbjp,in_ddinter,in_nppa,sources,pmbjp_product_count
MOL-00791,etelcalcetide,small_molecule,false,true,false,ddinter,0
MOL-00792,ethambutol,small_molecule,false,true,true,ddinter|nppa,0
MOL-00793,ethanol,small_molecule,false,true,true,ddinter|nppa,0
MOL-00794,ethchlorvynol,small_molecule,false,true,false,ddinter,0
MOL-00795,ethinyl estradiol,small_molecule,true,false,true,pmbjp|nppa,5
MOL-00796,ethinylestradiol,small_molecule,false,true,false,ddinter,0
MOL-00797,ethiodized oil,small_molecule,false,true,false,ddinter,0
MOL-00798,ethionamide,small_molecule,false,true,true,ddinter|nppa,0
MOL-00799,ethosuximide,small_molecule,false,true,false,ddinter,0
MOL-00800,ethotoin,small_molecule,false,true,false,ddinter,0
MOL-00801,etidocaine,small_molecule,false,true,false,ddinter,0
MOL-00802,etidronic acid,small_molecule,false,true,false,ddinter,0
MOL-00803,etizolam,small_molecule,true,false,false,pmbjp,7
MOL-00804,etodolac,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00805,etomidate,small_molecule,false,true,false,ddinter,0
MOL-00806,etonogestrel,small_molecule,false,true,false,ddinter,0
MOL-00807,etophyllin,small_molecule,true,false,false,pmbjp,2
MOL-00808,etophylline,small_molecule,true,false,false,pmbjp,2
MOL-00809,etoposide,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00810,etoricoxib,small_molecule,true,false,false,pmbjp,5
MOL-00811,etravirine,small_molecule,false,true,false,ddinter,0
MOL-00812,eucalyptol,small_molecule,true,false,false,pmbjp,1
MOL-00813,evening primrose oil,herbal,true,false,false,pmbjp,3
MOL-00814,everolimus,small_molecule,true,true,false,pmbjp|ddinter,4
MOL-00815,evogliptin,small_molecule,true,false,false,pmbjp,2
MOL-00816,evogliptin tartarate,small_molecule,true,false,false,pmbjp,1
MOL-00817,exemestane,small_molecule,false,true,false,ddinter,0
MOL-00818,exenatide,small_molecule,false,true,false,ddinter,0
MOL-00819,exercise ball,small_molecule,true,false,false,pmbjp,1
MOL-00820,ezetimibe,small_molecule,true,true,false,pmbjp|ddinter,7
MOL-00821,ezogabine,small_molecule,false,true,false,ddinter,0
MOL-00822,factor ix complex,small_molecule,false,true,false,ddinter,0
MOL-00823,factor xiii,small_molecule,false,true,false,ddinter,0
MOL-00824,famciclovir,small_molecule,false,true,false,ddinter,0
MOL-00825,famotidine,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00826,faropenem,small_molecule,true,false,false,pmbjp,2
MOL-00827,febuxostat,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00828,fedratinib,small_molecule,false,true,false,ddinter,0
MOL-00829,felbamate,small_molecule,false,true,false,ddinter,0
MOL-00830,felodipine,small_molecule,false,true,false,ddinter,0
MOL-00831,fenfluramine,small_molecule,false,true,false,ddinter,0
MOL-00832,fennel oil,small_molecule,true,false,false,pmbjp,1
MOL-00833,fenofibrate,small_molecule,true,true,false,pmbjp|ddinter,7
MOL-00834,fenofibric acid,small_molecule,false,true,false,ddinter,0
MOL-00835,fenoldopam,small_molecule,false,true,false,ddinter,0
MOL-00836,fenoprofen,small_molecule,false,true,false,ddinter,0
MOL-00837,fentanyl,small_molecule,false,true,true,ddinter|nppa,0
MOL-00838,feracrylum,small_molecule,true,false,false,pmbjp,3
MOL-00839,feracrylum antiseptic,small_molecule,true,false,false,pmbjp,1
MOL-00840,ferric ammonium,small_molecule,true,false,false,pmbjp,1
MOL-00841,ferric carboxymaltose,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00842,ferric derisomaltose,small_molecule,false,true,false,ddinter,0
MOL-00843,ferrous,small_molecule,true,true,false,pmbjp|ddinter,3
MOL-00844,ferrous asparto,small_molecule,true,false,false,pmbjp,1
MOL-00845,ferrous salt,small_molecule,false,false,true,nppa,0
MOL-00846,ferrous salts,small_molecule,false,false,true,nppa,0
MOL-00847,ferumoxides,small_molecule,false,true,false,ddinter,0
MOL-00848,ferumoxsil,small_molecule,false,true,false,ddinter,0
MOL-00849,ferumoxytol,small_molecule,false,true,false,ddinter,0
MOL-00850,fesoterodine,small_molecule,false,true,false,ddinter,0
MOL-00851,fexofenadine,small_molecule,true,true,false,pmbjp|ddinter,6
MOL-00852,fibrin sealant,small_molecule,true,false,false,pmbjp,1
MOL-00853,fibrinogen human,small_molecule,false,true,false,ddinter,0
MOL-00854,fidaxomicin,small_molecule,false,true,false,ddinter,0
MOL-00855,filgrastim,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00856,finasteride,small_molecule,true,true,false,pmbjp|ddinter,4
MOL-00857,fingolimod,small_molecule,false,true,false,ddinter,0
MOL-00858,flavoxate,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00859,flax seed,small_molecule,false,true,false,ddinter,0
MOL-00860,flecainide,small_molecule,false,true,false,ddinter,0
MOL-00861,flecanide,small_molecule,true,false,false,pmbjp,2
MOL-00862,flibanserin,small_molecule,false,true,false,ddinter,0
MOL-00863,floxuridine,small_molecule,false,true,false,ddinter,0
MOL-00864,fluconazole,small_molecule,true,true,true,pmbjp|ddinter|nppa,6
MOL-00865,flucytosine,small_molecule,false,true,false,ddinter,0
MOL-00866,fludarabine,small_molecule,false,true,false,ddinter,0
MOL-00867,fludeoxyglucose,small_molecule,false,true,false,ddinter,0
MOL-00868,fludrocortisone,small_molecule,false,true,false,ddinter,0
MOL-00869,flumazenil,small_molecule,false,true,false,ddinter,0
MOL-00870,flunarizine,small_molecule,true,false,true,pmbjp|nppa,3
MOL-00871,flunisolide,small_molecule,false,true,false,ddinter,0
MOL-00872,fluocinolone acetonide,small_molecule,true,true,false,pmbjp|ddinter,4
MOL-00873,fluocinonide,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00874,fluorescein,small_molecule,false,false,true,nppa,0
MOL-00875,fluoromethalone,small_molecule,true,false,false,pmbjp,1
MOL-00876,fluorometholone,small_molecule,false,true,false,ddinter,0
MOL-00877,fluorouracil,small_molecule,false,true,true,ddinter|nppa,0
MOL-00878,fluoxetine,small_molecule,true,true,true,pmbjp|ddinter|nppa,5
MOL-00879,fluoxymesterone,small_molecule,false,true,false,ddinter,0
MOL-00880,flupentixol,small_molecule,true,false,false,pmbjp,2
MOL-00881,flupentixole,small_molecule,true,false,false,pmbjp,1
MOL-00882,fluphenazine,small_molecule,false,true,true,ddinter|nppa,0
MOL-00883,flupirtine,small_molecule,true,false,false,pmbjp,1
MOL-00884,flurandrenolide,small_molecule,false,true,false,ddinter,0
MOL-00885,flurazepam,small_molecule,false,true,false,ddinter,0
MOL-00886,flurbiprofen,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00887,fluromethalone,small_molecule,true,false,false,pmbjp,1
MOL-00888,flurouracil,small_molecule,true,false,false,pmbjp,1
MOL-00889,flutamide,small_molecule,false,true,false,ddinter,0
MOL-00890,fluticasone,small_molecule,true,true,false,pmbjp|ddinter,11
MOL-00891,fluvastatin,small_molecule,false,true,false,ddinter,0
MOL-00892,fluvoxamine,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00893,folic acid,small_molecule,true,true,true,pmbjp|ddinter|nppa,17
MOL-00894,folic acid a,small_molecule,true,false,false,pmbjp,1
MOL-00895,folinic acid,small_molecule,true,false,true,pmbjp|nppa,1
MOL-00896,follitropin,small_molecule,false,true,false,ddinter,0
MOL-00897,fomepizole,small_molecule,false,true,false,ddinter,0
MOL-00898,fondaparinux,small_molecule,false,true,false,ddinter,0
MOL-00899,formoterol,small_molecule,true,true,true,pmbjp|ddinter|nppa,13
MOL-00900,fosamprenavir,small_molecule,false,true,false,ddinter,0
MOL-00901,fosaprepitant,small_molecule,false,true,false,ddinter,0
MOL-00902,foscarnet,small_molecule,false,true,false,ddinter,0
MOL-00903,fosfomycin,small_molecule,false,true,false,ddinter,0
MOL-00904,fosinopril,small_molecule,false,true,false,ddinter,0
MOL-00905,fosnetupitant,small_molecule,false,true,false,ddinter,0
MOL-00906,fosphenytoin,small_molecule,false,true,false,ddinter,0
MOL-00907,fospropofol,small_molecule,false,true,false,ddinter,0
MOL-00908,fostamatinib,small_molecule,false,true,false,ddinter,0
MOL-00909,fostemsavir,small_molecule,false,true,false,ddinter,0
MOL-00910,framycetin,small_molecule,true,false,true,pmbjp|nppa,1
MOL-00911,frangula purshiana bark,small_molecule,false,true,false,ddinter,0
MOL-00912,fresh frozen plasma,small_molecule,false,false,true,nppa,0
MOL-00913,frovatriptan,small_molecule,false,true,false,ddinter,0
MOL-00914,fulvestrant,small_molecule,false,true,false,ddinter,0
MOL-00915,fungal diastase,small_molecule,true,false,false,pmbjp,4
MOL-00916,fungal diastase carminatives,small_molecule,true,false,false,pmbjp,1
MOL-00917,fungal diastase enyme,small_molecule,true,false,false,pmbjp,1
MOL-00918,furazolidone,small_molecule,true,false,false,pmbjp,1
MOL-00919,furosemide,small_molecule,true,true,true,pmbjp|ddinter|nppa,6
MOL-00920,fusidic acid,small_molecule,true,false,true,pmbjp|nppa,4
MOL-00921,gabapentin,small_molecule,true,true,false,pmbjp|ddinter,9
MOL-00922,gadobenate,small_molecule,false,false,true,nppa,0
MOL-00923,gadobenic acid,small_molecule,false,true,false,ddinter,0
MOL-00924,gadobutrol,small_molecule,false,true,false,ddinter,0
MOL-00925,gadodiamide,small_molecule,false,true,false,ddinter,0
MOL-00926,gadofosveset trisodium,small_molecule,false,true,false,ddinter,0
MOL-00927,gadopentetic acid,small_molecule,false,true,false,ddinter,0
MOL-00928,gadoteric acid,small_molecule,false,true,false,ddinter,0
MOL-00929,gadoteridol,small_molecule,false,true,false,ddinter,0
MOL-00930,gadoversetamide,small_molecule,false,true,false,ddinter,0
MOL-00931,gadoxetic acid,small_molecule,false,true,false,ddinter,0
MOL-00932,galactose,small_molecule,false,true,false,ddinter,0
MOL-00933,galantamine,small_molecule,false,true,false,ddinter,0
MOL-00934,gallium,small_molecule,false,true,false,ddinter,0
MOL-00935,gallium chloride ga,small_molecule,false,true,false,ddinter,0
MOL-00936,gama benzene hexachloride,small_molecule,true,false,false,pmbjp,1
MOL-00937,gamma-aminobutyric acid,small_molecule,false,true,false,ddinter,0
MOL-00938,ganciclovir,small_molecule,false,true,true,ddinter|nppa,0
MOL-00939,ganirelix,small_molecule,false,true,false,ddinter,0
MOL-00940,garlic,small_molecule,false,true,false,ddinter,0
MOL-00941,gatifloxacin,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00942,gefitinib,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00943,gemcitabine,small_molecule,true,true,true,pmbjp|ddinter|nppa,2
MOL-00944,gemfibrozil,small_molecule,false,true,false,ddinter,0
MOL-00945,gemifloxacin,small_molecule,false,true,false,ddinter,0
MOL-00946,gemtuzumab ozogamicin,biologic,false,true,false,ddinter,0
MOL-00947,gentamicin,small_molecule,true,true,true,pmbjp|ddinter|nppa,7
MOL-00948,gentian violet,small_molecule,false,false,true,nppa,0
MOL-00949,gestodene,small_molecule,true,false,false,pmbjp,1
MOL-00950,gilteritinib,small_molecule,false,true,false,ddinter,0
MOL-00951,ginger,small_molecule,false,true,false,ddinter,0
MOL-00952,ginkgo biloba,herbal,false,true,false,ddinter,0
MOL-00953,ginkgo biloba extract,herbal,true,false,false,pmbjp,1
MOL-00954,ginseng,small_molecule,false,true,false,ddinter,0
MOL-00955,ginseng multivitamins,small_molecule,true,false,false,pmbjp,1
MOL-00956,givosiran,small_molecule,false,true,false,ddinter,0
MOL-00957,glargine pen,small_molecule,true,false,false,pmbjp,1
MOL-00958,glasdegib,small_molecule,false,true,false,ddinter,0
MOL-00959,glatiramer,small_molecule,false,true,false,ddinter,0
MOL-00960,glecaprevir,small_molecule,false,true,false,ddinter,0
MOL-00961,gliclazide,small_molecule,true,false,false,pmbjp,10
MOL-00962,glimepiride,small_molecule,true,true,true,pmbjp|ddinter|nppa,24
MOL-00963,glimipride,small_molecule,true,false,false,pmbjp,2
MOL-00964,glipizide,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00965,glucagon,small_molecule,false,true,false,ddinter,0
MOL-00966,glucarpidase,small_molecule,false,true,false,ddinter,0
MOL-00967,glucosamine,small_molecule,true,true,false,pmbjp|ddinter,7
MOL-00968,glucosamine sulfate chondroitin sulfat msm vitamin,small_molecule,true,false,false,pmbjp,1
MOL-00969,glucose,small_molecule,false,false,true,nppa,0
MOL-00970,glutamic acid,small_molecule,false,true,false,ddinter,0
MOL-00971,glutaraldehyde,small_molecule,false,false,true,nppa,0
MOL-00972,glyburide,small_molecule,true,true,false,pmbjp|ddinter,4
MOL-00973,glycerin,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00974,glycerol phenylbutyrate,small_molecule,false,true,false,ddinter,0
MOL-00975,glycolic acid,small_molecule,true,false,false,pmbjp,2
MOL-00976,glycopyrrolate,small_molecule,true,false,true,pmbjp|nppa,3
MOL-00977,glycopyrronium,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00978,goat milk,small_molecule,true,false,false,pmbjp,1
MOL-00979,goldenseal,small_molecule,false,true,false,ddinter,0
MOL-00980,golimumab,biologic,false,true,false,ddinter,0
MOL-00981,gonadorelin,small_molecule,false,true,false,ddinter,0
MOL-00982,goserelin,small_molecule,false,true,false,ddinter,0
MOL-00983,granisetron,small_molecule,false,true,false,ddinter,0
MOL-00984,grazoprevir,small_molecule,false,true,false,ddinter,0
MOL-00985,grepafloxacin,small_molecule,false,true,false,ddinter,0
MOL-00986,griseofulvin,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00987,guaifenesin,small_molecule,true,false,false,pmbjp,4
MOL-00988,guaiphenesin,small_molecule,true,false,false,pmbjp,1
MOL-00989,guaiphenesin menthol,small_molecule,true,false,false,pmbjp,1
MOL-00990,guanabenz,small_molecule,false,true,false,ddinter,0
MOL-00991,guanadrel,small_molecule,false,true,false,ddinter,0
MOL-00992,guanethidine,small_molecule,false,true,false,ddinter,0
MOL-00993,guanfacine,small_molecule,false,true,false,ddinter,0
MOL-00994,guanidine,small_molecule,false,true,false,ddinter,0
MOL-00995,guselkumab,biologic,false,true,false,ddinter,0
MOL-00996,haematinic iron,small_molecule,true,false,false,pmbjp,1
MOL-00997,haemodialysis fluid,small_molecule,false,false,true,nppa,0
MOL-00998,halazepam,small_molecule,false,true,false,ddinter,0
MOL-00999,halcinonide,small_molecule,false,true,false,ddinter,0
MOL-01000,halobetasol,small_molecule,true,false,false,pmbjp,2
MOL-01001,halofantrine,small_molecule,false,true,false,ddinter,0
MOL-01002,haloperidol,small_molecule,false,true,true,ddinter|nppa,0
MOL-01003,halothane,small_molecule,false,true,true,ddinter|nppa,0
MOL-01004,heating pad,small_molecule,true,false,false,pmbjp,1
MOL-01005,hemin,small_molecule,false,true,false,ddinter,0
MOL-01006,hep b vaccine,vaccine,false,false,true,nppa,0
MOL-01007,heparin,small_molecule,true,true,true,pmbjp|ddinter|nppa,3
MOL-01008,hepatitis a vaccine,vaccine,false,true,false,ddinter,0
MOL-01009,hepatitis b immunoglobulin,small_molecule,false,false,true,nppa,0
MOL-01010,hepatitis b vaccine,vaccine,false,true,true,ddinter|nppa,0
MOL-01011,hesperidin,small_molecule,true,false,false,pmbjp,1
MOL-01012,hexachlorophene,small_molecule,false,true,false,ddinter,0
MOL-01013,hexaminolevulinate,small_molecule,false,true,false,ddinter,0
MOL-01014,hib,small_molecule,false,false,true,nppa,0
MOL-01015,histamine,small_molecule,false,true,false,ddinter,0
MOL-01016,histrelin,small_molecule,false,true,false,ddinter,0
MOL-01017,homatropine,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-01018,hormone releasing iud,small_molecule,false,false,true,nppa,0
MOL-01019,human adenovirus e serotype strain cl- antigen,small_molecule,false,true,false,ddinter,0
MOL-01020,human botulinum neurotoxin a b immune globulin,small_molecule,false,true,false,ddinter,0
MOL-01021,human c -esterase inhibitor,small_molecule,false,true,false,ddinter,0
MOL-01022,human chorionic gonadotrophin,small_molecule,true,false,false,pmbjp,1
MOL-01023,human chorionic gonadotropin,small_molecule,false,false,true,nppa,0
MOL-01024,human cytomegalovirus immune globulin,small_molecule,false,true,false,ddinter,0
MOL-01025,human immunoglobulin g,small_molecule,false,true,false,ddinter,0
MOL-01026,human normal immunoglobulin,small_molecule,true,false,true,pmbjp|nppa,2
MOL-01027,human papillomavirus l capsid protein antigen,small_molecule,false,true,false,ddinter,0
MOL-01028,human papillomavirus quadrivalent types,small_molecule,true,false,false,pmbjp,1
MOL-01029,human rho immune globulin,small_molecule,false,true,false,ddinter,0
MOL-01030,hyaluronic acid,small_molecule,false,true,false,ddinter,0
MOL-01031,hyaluronidase,small_molecule,false,true,false,ddinter,0
MOL-01032,hydralazine,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-01033,hydrochlorothiazide,small_molecule,true,true,true,pmbjp|ddinter|nppa,21
MOL-01034,hydrochlorothiazide tabelts,small_molecule,true,false,false,pmbjp,1
MOL-01035,hydrocodone,small_molecule,false,true,false,ddinter,0
MOL-01036,hydrocortisone,small_molecule,true,true,true,pmbjp|ddinter|nppa,6
MOL-01037,hydroflumethiazide,small_molecule,false,true,false,ddinter,0
MOL-01038,hydrogen peroxide,small_molecule,false,false,true,nppa,0
MOL-01039,hydromorphone,small_molecule,false,true,false,ddinter,0
MOL-01040,hydroquinone,small_molecule,true,false,false,pmbjp,3
MOL-01041,hydroxocobalamin,small_molecule,false,true,true,ddinter|nppa,0
MOL-01042,hydroxyamphetamine,small_molecule,false,true,false,ddinter,0
MOL-01043,hydroxychloroquine,small_molecule,true,true,true,pmbjp|ddinter|nppa,2
MOL-01044,hydroxyprogesterone,small_molecule,true,false,false,pmbjp,2
MOL-01045,hydroxypropylmethylcellulose,small_molecule,true,false,false,pmbjp,1
MOL-01046,hydroxyurea,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-01047,hydroxyzine,small_molecule,true,true,false,pmbjp|ddinter,4
MOL-01048,hyoscyamine,small_molecule,false,true,false,ddinter,0
MOL-01049,hypromellose,small_molecule,false,false,true,nppa,0
MOL-01050,ibandronate,small_molecule,false,true,false,ddinter,0
MOL-01051,ibandronic acid,small_molecule,true,false,false,pmbjp,1
MOL-01052,ibritumomab tiuxetan,biologic,false,true,false,ddinter,0
MOL-01053,ibrutinib,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-01054,ibuprofen,small_molecule,true,true,true,pmbjp|ddinter|nppa,5
MOL-01055,ibutilide,small_molecule,false,true,false,ddinter,0
MOL-01056,icatibant,small_molecule,false,true,false,ddinter,0
MOL-01057,icosapent,small_molecule,false,true,false,ddinter,0
MOL-01058,idarubicin,small_molecule,false,true,false,ddinter,0
MOL-01059,idelalisib,small_molecule,false,true,false,ddinter,0
MOL-01060,ifosfamide,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-01061,iguratimod,small_molecule,true,false,false,pmbjp,1
MOL-01062,ilaprazole,small_molecule,true,false,false,pmbjp,2
MOL-01063,iloperidone,small_molecule,false,true,false,ddinter,0
MOL-01064,iloprost,small_molecule,false,true,false,ddinter,0
MOL-01065,imatinib,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-01066,imeglimin,small_molecule,true,false,false,pmbjp,2
MOL-01067,imiglucerase,small_molecule,false,true,false,ddinter,0
MOL-01068,imipenem,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-01069,imipramine,small_molecule,true,true,false,pmbjp|ddinter,3
MOL-01070,imiquimod,small_molecule,false,true,false,ddinter,0
MOL-01071,indacaterol,small_molecule,true,true,false,pmbjp|ddinter,4
MOL-01072,indapamide,small_molecule,true,true,false,pmbjp|ddinter,5
MOL-01073,indinavir,small_molecule,false,true,false,ddinter,0
MOL-01074,indium - oxyquinoline,small_molecule,false,true,false,ddinter,0
MOL-01075,indium - pentetate,small_molecule,false,true,false,ddinter,0
MOL-01076,indium - pentetreotide,small_molecule,false,true,false,ddinter,0
MOL-01077,indomethacin,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-01078,inebilizumab,biologic,false,true,false,ddinter,0
MOL-01079,infliximab,biologic,false,true,false,ddinter,0
MOL-01080,influenza a virus a california -like antigen,small_molecule,false,true,false,ddinter,0
MOL-01081,influenza a virus a vietnam antigen,small_molecule,false,true,false,ddinter,0
MOL-01082,inhalent,small_molecule,true,false,false,pmbjp,1
MOL-01083,inosine pranobex,small_molecule,true,false,false,pmbjp,1
MOL-01084,inositol,small_molecule,true,false,false,pmbjp,2
MOL-01085,inositol hydroxocobalamin vitaminb folic acid nicotinamide inositol l-lysine,small_molecule,true,false,false,pmbjp,1
MOL-01086,inotersen,small_molecule,false,true,false,ddinter,0
MOL-01087,inotuzumab ozogamicin,biologic,false,true,false,ddinter,0
MOL-01088,insulin,biologic,false,false,true,nppa,0
MOL-01089,insulin aspart,biologic,true,true,false,pmbjp|ddinter,1
MOL-01090,insulin degludec,biologic,false,true,false,ddinter,0
MOL-01091,insulin detemir,biologic,false,true,false,ddinter,0
MOL-01092,insulin glargine,biologic,true,true,false,pmbjp|ddinter,1
MOL-01093,insulin glulisine,biologic,true,true,false,pmbjp|ddinter,1
MOL-01094,insulin human,biologic,false,true,false,ddinter,0
MOL-01095,insulin insulin human soluble,biologic,true,false,false,pmbjp,1
MOL-01096,insulin lispro,biologic,true,true,false,pmbjp|ddinter,1
MOL-01097,insulin pen,biologic,true,false,false,pmbjp,1
MOL-01098,interferon alfa- a recombinant,small_molecule,false,true,false,ddinter,0
MOL-01099,interferon alfa- b,small_molecule,false,true,false,ddinter,0
MOL-01100,interferon alfa-n,small_molecule,false,true,false,ddinter,0
MOL-01101,interferon alfacon,small_molecule,false,true,false,ddinter,0
MOL-01102,interferon beta- a,small_molecule,false,true,false,ddinter,0
MOL-01103,interferon beta- b,small_molecule,false,true,false,ddinter,0
MOL-01104,interferon gamma- b,small_molecule,false,true,false,ddinter,0
MOL-01105,intermediate acting insulin,biologic,false,false,true,nppa,0
MOL-01106,intraperitoneal dialysis,small_molecule,false,false,true,nppa,0
MOL-01107,inulin,small_molecule,false,true,false,ddinter,0
MOL-01108,iobenguane,small_molecule,false,true,false,ddinter,0
MOL-01109,iodide i,small_molecule,false,true,false,ddinter,0
MOL-01110,iodine,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-01111,iodipamide,small_molecule,false,true,false,ddinter,0
MOL-01112,iodixanol,small_molecule,false,true,false,ddinter,0
MOL-01113,ioflupane i,small_molecule,false,true,false,ddinter,0
MOL-01114,iohexol,small_molecule,false,true,true,ddinter|nppa,0
MOL-01115,iopamidol,small_molecule,false,true,false,ddinter,0
MOL-01116,iopanoic acid,small_molecule,false,true,false,ddinter,0
MOL-01117,iopodic acid,small_molecule,false,true,false,ddinter,0
MOL-01118,iopromide,small_molecule,false,true,false,ddinter,0
MOL-01119,iothalamic acid,small_molecule,false,true,false,ddinter,0
MOL-01120,ioversol,small_molecule,false,true,false,ddinter,0
MOL-01121,ioxilan,small_molecule,false,true,false,ddinter,0
MOL-01122,ipecac,small_molecule,false,true,false,ddinter,0
MOL-01123,ipilimumab,biologic,false,true,false,ddinter,0
MOL-01124,ipratropium,small_molecule,true,true,true,pmbjp|ddinter|nppa,4
MOL-01125,ipratropium rotacap,small_molecule,true,false,false,pmbjp,1
MOL-01126,irbesartan,small_molecule,false,true,false,ddinter,0
MOL-01127,irinotecan,small_molecule,false,true,false,ddinter,0
MOL-01128,iron,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-01129,iron dextran,small_molecule,false,true,false,ddinter,0
MOL-01130,iron protein succinylate,small_molecule,false,true,false,ddinter,0
MOL-01131,iron sucrose,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-01132,isatuximab,biologic,false,true,false,ddinter,0
MOL-01133,isavuconazonium,small_molecule,false,true,false,ddinter,0
MOL-01134,isocarboxazid,small_molecule,false,true,false,ddinter,0
MOL-01135,isoetharine,small_molecule,false,true,false,ddinter,0
MOL-01136,isoflurane,small_molecule,false,true,true,ddinter|nppa,0
MOL-01137,isoflurophate,small_molecule,false,true,false,ddinter,0
MOL-01138,isometheptene,small_molecule,false,true,false,ddinter,0
MOL-01139,isoniazid,small_molecule,false,true,true,ddinter|nppa,0
MOL-01140,isophane,small_molecule,true,false,false,pmbjp,1
MOL-01141,isophane insu,small_molecule,true,false,false,pmbjp,1
MOL-01142,isoprenaline,small_molecule,false,true,false,ddinter,0
MOL-01143,isopropyl alcohol,small_molecule,true,false,false,pmbjp,1
MOL-01144,isosorbide,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-01145,isosorbide dinitrate,small_molecule,true,true,true,pmbjp|ddinter|nppa,2
MOL-01146,isosorbide mononitrate,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-01147,isosorbide- -mononitrate,small_molecule,false,false,true,nppa,0
MOL-01148,isosorbidemononitrate,small_molecule,true,false,false,pmbjp,1
MOL-01149,isotretinoin,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-01150,isoxsuprine,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-01151,isradipine,small_molecule,false,true,false,ddinter,0
MOL-01152,istradefylline,small_molecule,false,true,false,ddinter,0
MOL-01153,itopride,small_molecule,true,false,false,pmbjp,4
MOL-01154,itraconazole,small_molecule,true,true,false,pmbjp|ddinter,7
MOL-01155,iud containing copper,small_molecule,false,false,true,nppa,0
MOL-01156,ivabradine,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-01157,ivacaftor,small_molecule,false,true,false,ddinter,0
MOL-01158,ivermectin,small_molecule,true,true,false,pmbjp|ddinter,4
MOL-01159,ivosidenib,small_molecule,false,true,false,ddinter,0
MOL-01160,ixabepilone,small_molecule,false,true,false,ddinter,0
MOL-01161,ixazomib,small_molecule,false,true,false,ddinter,0
MOL-01162,ixekizumab,biologic,false,true,false,ddinter,0
MOL-01163,jan pudina,small_molecule,true,false,false,pmbjp,1
MOL-01164,janaushadhi burn relief lidocaine,small_molecule,true,false,false,pmbjp,1
MOL-01165,janaushadhi choline salicylate lignocaine,small_molecule,true,false,false,pmbjp,1
MOL-01166,janaushadhi footcare,small_molecule,true,false,false,pmbjp,1
MOL-01167,janaushadhi janani,small_molecule,true,false,false,pmbjp,2
MOL-01168,janaushadhi nirmal,small_molecule,true,false,false,pmbjp,1
MOL-01169,janaushadhi suraksha,small_molecule,true,false,false,pmbjp,1
MOL-01170,japanese encephalitis vaccine,vaccine,false,false,true,nppa,0
MOL-01171,kanamycin,small_molecule,false,true,true,ddinter|nppa,0
MOL-01172,kaolin,small_molecule,false,true,false,ddinter,0
MOL-01173,kava,small_molecule,false,true,false,ddinter,0
MOL-01174,ketamine,small_molecule,false,true,true,ddinter|nppa,0
MOL-01175,ketoconazole,small_molecule,true,true,false,pmbjp|ddinter,8
MOL-01176,ketoprofen,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-01177,ketorolac,small_molecule,true,true,false,pmbjp|ddinter,3
MOL-01178,ketorolac tromethamine,small_molecule,true,false,false,pmbjp,2
MOL-01179,ketorolac tromethamine dispersible,small_molecule,true,false,false,pmbjp,1
MOL-01180,ketotifen,small_molecule,false,true,false,ddinter,0
MOL-01181,l-arginine,small_molecule,true,false,false,pmbjp,3
MOL-01182,l-arginine l-cysteine,small_molecule,true,false,false,pmbjp,1
MOL-01183,l-carnitine,small_molecule,true,false,false,pmbjp,2
MOL-01184,l-carnitine l-tartrate,small_molecule,true,false,false,pmbjp,1
MOL-01185,l-carnitine-l-tartrate,small_molecule,true,false,false,pmbjp,1
MOL-01186,l-lysine,small_molecule,true,false,false,pmbjp,2
MOL-01187,l-methyl folate,small_molecule,true,false,false,pmbjp,1
