product_id,molecule_id,strength,unit
PMBJP-1588,MOL-00501,40.0,mg
PMBJP-1588,MOL-01988,30.0,mg
PMBJP-1588,MOL-00426,200.0,mg
PMBJP-1588,MOL-00145,35.0,mg
PMBJP-1589,MOL-00506,500.0,mg
PMBJP-1589,MOL-01628,40.0,mg
PMBJP-1589,MOL-00102,750.0,mg
PMBJP-1590,MOL-00538,110.0,mg
PMBJP-1591,MOL-00538,150.0,mg
PMBJP-1592,MOL-00551,10.0,mg
PMBJP-1593,MOL-00583,5.0,mg
PMBJP-1593,MOL-01453,10.0,mg
PMBJP-1594,MOL-00620,1.16,%
PMBJP-1594,MOL-02113,0.125,%
PMBJP-1594,MOL-01262,3.0,%
PMBJP-1594,MOL-01398,10.0,%
PMBJP-1594,MOL-01348,5.0,%
PMBJP-1596,MOL-00619,50.0,mg
PMBJP-1596,MOL-01367,400.0,mg
PMBJP-1597,MOL-00619,75.0,mg
PMBJP-1598,MOL-01623,170.0,mg
PMBJP-1598,MOL-01994,15000.0,iu
PMBJP-1599,MOL-00647,120.0,mg
PMBJP-1600,MOL-00654,500.0,mg
PMBJP-1601,MOL-00656,2.5,mg
PMBJP-1601,MOL-00159,0.025,mg
PMBJP-1602,MOL-02251,500.0,mg
PMBJP-1603,MOL-00679,2.0,%
PMBJP-1603,MOL-02132,0.5,%
PMBJP-1604,MOL-00679,2.0,%
PMBJP-1605,MOL-00680,25.0,mg
PMBJP-1606,MOL-00681,75.0,mg
PMBJP-1607,MOL-00699,80.0,mg
PMBJP-1608,MOL-00722,600.0,mg
PMBJP-1608,MOL-00737,200.0,mg
PMBJP-1608,MOL-02082,300.0,mg
PMBJP-1611,MOL-00737,200.0,mg
PMBJP-1611,MOL-02082,300.0,mg
PMBJP-1612,MOL-00747,0.5,mg
PMBJP-1613,MOL-00756,25.0,mg
PMBJP-1615,MOL-00771,500.0,mg
PMBJP-1617,MOL-00810,60.0,mg
PMBJP-1617,MOL-00018,325.0,mg
PMBJP-1618,MOL-00810,60.0,mg
PMBJP-1618,MOL-02114,4.0,mg
PMBJP-1619,MOL-00812,,
PMBJP-1619,MOL-01348,,
PMBJP-1619,MOL-01386,,
PMBJP-1619,MOL-02119,,
PMBJP-1620,MOL-00813,1000.0,mg
PMBJP-1621,MOL-00813,500.0,mg
PMBJP-1622,MOL-00843,100.0,mg
PMBJP-1622,MOL-00893,1.5,mg
PMBJP-1622,MOL-02319,22.5,mg
PMBJP-1623,MOL-00851,30.0,mg
PMBJP-1624,MOL-00880,0.5,mg
PMBJP-1624,MOL-01340,10.0,mg
PMBJP-1625,MOL-00890,0.05,%
PMBJP-1626,MOL-00899,6.0,mcg
PMBJP-1626,MOL-00287,200.0,mcg
PMBJP-1627,MOL-00899,6.0,mcg
PMBJP-1627,MOL-00287,400.0,mcg
PMBJP-1628,MOL-00899,12.0,mcg
PMBJP-1628,MOL-00287,400.0,mcg
PMBJP-1630,MOL-00899,6.0,mcg
PMBJP-1630,MOL-00287,400.0,mcg
PMBJP-1631,MOL-00899,20.0,mcg
PMBJP-1631,MOL-00288,0.5,mg
PMBJP-1632,MOL-00899,20.0,mcg
PMBJP-1632,MOL-00288,1.0,mg
PMBJP-1633,MOL-00899,6.0,mcg
PMBJP-1633,MOL-00890,250.0,mcg
PMBJP-1635,MOL-00910,1.0,%
PMBJP-1636,MOL-00916,,
PMBJP-1637,MOL-00915,180.0,mg
PMBJP-1637,MOL-01630,60.0,mg
PMBJP-1637,MOL-00029,75.0,mg
PMBJP-1638,MOL-00920,2.0,%
PMBJP-1638,MOL-00229,0.1,%
PMBJP-1639,MOL-00921,100.0,mg
PMBJP-1639,MOL-01548,10.0,mg
PMBJP-1640,MOL-00921,300.0,mg
PMBJP-1640,MOL-01331,500.0,mcg
PMBJP-1643,MOL-00957,100.0,iu
PMBJP-1644,MOL-00972,5.0,mg
PMBJP-1644,MOL-01368,500.0,mg
PMBJP-1644,MOL-01724,15.0,mg
PMBJP-1645,MOL-00961,60.0,mg
PMBJP-1645,MOL-01368,500.0,mg
PMBJP-1646,MOL-01368,500.0,mg
PMBJP-1646,MOL-00962,2.0,mg
PMBJP-1646,MOL-01724,15.0,mg
PMBJP-1647,MOL-01368,850.0,mg
PMBJP-1647,MOL-00962,3.0,mg
PMBJP-1650,MOL-00967,750.0,mg
PMBJP-1650,MOL-00426,100.0,mg
PMBJP-1651,MOL-00968,,
PMBJP-1651,MOL-01432,,
PMBJP-1657,MOL-00988,50.0,mg
PMBJP-1657,MOL-02087,1.25,mg
PMBJP-1657,MOL-00282,2.0,mg
PMBJP-1659,MOL-01026,5.0,%
PMBJP-1660,MOL-01026,16.5,%
PMBJP-1661,MOL-01045,0.3,%
PMBJP-1662,MOL-01047,25.0,mg
PMBJP-1663,MOL-01941,10.0,mg
PMBJP-1663,MOL-01334,250.0,mg
PMBJP-1664,MOL-01054,100.0,mg
PMBJP-1664,MOL-01635,162.5,mg
PMBJP-1665,MOL-01071,110.0,mcg
PMBJP-1665,MOL-00977,50.0,mcg
PMBJP-1666,MOL-01093,100.0,iu
PMBJP-1667,MOL-01096,100.0,iu
PMBJP-1668,MOL-00340,100.0,mg
PMBJP-1668,MOL-00893,1.5,mg
PMBJP-1668,MOL-02286,15.0,mcg
PMBJP-1669,MOL-01144,20.0,mg
PMBJP-1669,MOL-01032,37.5,mg
PMBJP-1670,MOL-01149,20.0,mg
PMBJP-1671,MOL-01156,5.0,mg
PMBJP-1672,MOL-01175,2.0,%
PMBJP-1673,MOL-01189,2.8,mg
PMBJP-1673,MOL-01814,25.0,mg
PMBJP-1673,MOL-01331,2.0,mg
PMBJP-1674,MOL-01189,1.0,mg
PMBJP-1674,MOL-01814,0.5,mg
PMBJP-1674,MOL-01331,1500.0,mcg
PMBJP-1675,MOL-01191,5.0,g
PMBJP-1676,MOL-01196,10.0,g
PMBJP-1676,MOL-01809,3.5,g
PMBJP-1678,MOL-01185,340.0,mg
PMBJP-1678,MOL-02229,50.0,mg
PMBJP-1678,MOL-02319,5.0,mg
PMBJP-1678,MOL-01303,2.5,mg
PMBJP-1678,MOL-00150,8.0,mg
PMBJP-1679,MOL-01210,1000.0,mg
PMBJP-1680,MOL-01227,1000.0,mg
PMBJP-1681,MOL-01227,250.0,mg
PMBJP-1682,MOL-01227,750.0,mg
PMBJP-1683,MOL-01237,10.0,mg
PMBJP-1684,MOL-01240,100.0,mg
PMBJP-1684,MOL-00337,25.0,mg
PMBJP-1685,MOL-01241,30.0,mg
PMBJP-1685,MOL-00416,2.0,mg
PMBJP-1686,MOL-01249,100.0,mcg
PMBJP-1686,MOL-00196,100.0,mcg
PMBJP-1687,MOL-01249,100.0,mcg
PMBJP-1687,MOL-00196,50.0,mcg
PMBJP-1688,MOL-01249,100.0,mcg
PMBJP-1688,MOL-00196,200.0,mcg
PMBJP-1689,MOL-01249,1.25,mg
PMBJP-1689,MOL-00287,0.5,mg
PMBJP-1690,MOL-01249,100.0,mcg
PMBJP-1690,MOL-01125,40.0,mcg
PMBJP-1692,MOL-01249,0.63,mg
PMBJP-1694,MOL-01256,2.5,mg
PMBJP-1694,MOL-01368,1000.0,mg
PMBJP-1695,MOL-01256,2.5,mg
PMBJP-1695,MOL-01368,500.0,mg
PMBJP-1696,MOL-01256,5.0,mg
PMBJP-1697,MOL-01261,300.0,mg
PMBJP-1699,MOL-01268,6.0,mg
PMBJP-1700,MOL-01320,,
PMBJP-1700,MOL-01907,,
PMBJP-1701,MOL-01336,540.0,mg
PMBJP-1701,MOL-01973,50.0,mg
PMBJP-1701,MOL-01601,10.0,mg
PMBJP-1703,MOL-01364,500.0,mg
PMBJP-1703,MOL-01971,140.0,mg
PMBJP-1703,MOL-01190,150.0,mg
PMBJP-1704,MOL-01331,1500.0,mcg
PMBJP-1704,MOL-00068,100.0,mg
PMBJP-1704,MOL-00179,10.0,mg
PMBJP-1706,MOL-01407,50.0,mg
PMBJP-1706,MOL-01836,5.0,mg
PMBJP-1707,MOL-01407,50.0,mg
PMBJP-1708,MOL-01407,25.0,mg
PMBJP-1709,MOL-01435,5.0,%
PMBJP-1710,MOL-01435,5.0,%
PMBJP-1710,MOL-00856,0.1,%
PMBJP-1711,MOL-01453,4.0,mg
PMBJP-1711,MOL-01237,2.5,mg
PMBJP-1714,MOL-01488,250.0,mg
PMBJP-1714,MOL-00673,10.0,mg
PMBJP-1715,MOL-01488,500.0,mg
PMBJP-1715,MOL-00673,10.0,mg
PMBJP-1716,MOL-01495,5.0,mg
PMBJP-1716,MOL-01917,2.5,mg
PMBJP-1717,MOL-01501,3400.0,iu
PMBJP-1717,MOL-01749,5000.0,iu
PMBJP-1717,MOL-00185,400.0,iu
PMBJP-1718,MOL-01514,10.0,mg
PMBJP-1719,MOL-01514,5.0,mg
PMBJP-1720,MOL-01518,1.0,mg
PMBJP-1721,MOL-01518,3.0,mg
PMBJP-1722,MOL-01518,4.0,mg
PMBJP-1723,MOL-01519,10.0,mg
PMBJP-1725,MOL-01524,100.0,mg
PMBJP-1725,MOL-00018,325.0,mg
PMBJP-1725,MOL-01957,15.0,mg
PMBJP-1726,MOL-00228,16.0,mg
PMBJP-1726,MOL-00953,30.0,mg
PMBJP-1727,MOL-01558,50.0,mg
PMBJP-1727,MOL-01586,125.0,mg
PMBJP-1729,MOL-01559,200.0,mg
PMBJP-1729,MOL-00858,200.0,mg
PMBJP-1730,MOL-01564,40.0,mg
PMBJP-1730,MOL-00097,5.0,mg
PMBJP-1730,MOL-01033,12.5,mg
PMBJP-1731,MOL-01564,20.0,mg
PMBJP-1731,MOL-00420,12.5,mg
PMBJP-1732,MOL-01564,40.0,mg
PMBJP-1732,MOL-00420,12.5,mg
PMBJP-1733,MOL-01576,20.0,mg
PMBJP-1733,MOL-00673,30.0,mg
PMBJP-1735,MOL-01583,10.0,mg
PMBJP-1737,MOL-01592,200.0,mg
PMBJP-1738,MOL-01191,150.0,mg
PMBJP-1738,MOL-01623,100.0,mg
PMBJP-1739,MOL-01623,,
PMBJP-1740,MOL-01623,,
PMBJP-1741,MOL-01628,20.0,mg
PMBJP-1741,MOL-00673,10.0,mg
PMBJP-1742,MOL-00018,1.0,g
PMBJP-1743,MOL-00018,100.0,mg
PMBJP-1744,MOL-00018,125.0,mg
PMBJP-1744,MOL-01710,2.5,mg
PMBJP-1744,MOL-00416,1.0,mg
PMBJP-1745,MOL-00018,125.0,mg
PMBJP-1745,MOL-01710,5.0,mg
PMBJP-1745,MOL-00416,1.0,mg
PMBJP-1747,MOL-00018,162.5,mg
PMBJP-1747,MOL-02169,18.75,mg
PMBJP-1749,MOL-00018,250.0,mg
PMBJP-1749,MOL-01710,5.0,mg
PMBJP-1749,MOL-00416,2.0,mg
PMBJP-1751,MOL-00018,500.0,mg
PMBJP-1751,MOL-00303,25.0,mg
PMBJP-1752,MOL-00018,500.0,mg
PMBJP-1752,MOL-00421,250.0,mg
PMBJP-1753,MOL-00018,500.0,mg
PMBJP-1753,MOL-01710,10.0,mg
PMBJP-1753,MOL-00416,2.0,mg
PMBJP-1755,MOL-00018,120.0,mg
PMBJP-1758,MOL-01710,5.0,mg
PMBJP-1758,MOL-00416,2.0,mg
PMBJP-1758,MOL-00602,10.0,mg
PMBJP-1759,MOL-01710,5.0,mg
PMBJP-1759,MOL-00416,2.0,mg
PMBJP-1759,MOL-00602,15.0,mg
PMBJP-1760,MOL-01728,800.0,mg
PMBJP-1761,MOL-01730,200.0,mg
PMBJP-1762,MOL-00318,15.0,g
PMBJP-1763,MOL-01771,5.0,mg
PMBJP-1764,MOL-01776,75.0,mg
PMBJP-1764,MOL-01331,1500.0,mcg
PMBJP-1764,MOL-01547,10.0,mg
PMBJP-1765,MOL-01776,75.0,mg
PMBJP-1765,MOL-01331,750.0,mcg
PMBJP-1769,MOL-01806,2.0,mg
PMBJP-1770,MOL-01806,1.0,mg
PMBJP-1772,MOL-01807,600.0,mg
PMBJP-1773,MOL-01825,250.0,mg
PMBJP-1774,MOL-01830,100.0,mg
PMBJP-1775,MOL-01407,25.0,mg
PMBJP-1775,MOL-01836,2.5,mg
PMBJP-1776,MOL-01837,5.0,mcg
PMBJP-1777,MOL-01839,75.0,mg
PMBJP-1778,MOL-01840,500.0,mg
PMBJP-1779,MOL-01861,18.0,mg
PMBJP-1780,MOL-01889,10.0,mg
PMBJP-1781,MOL-01889,20.0,mg
PMBJP-1782,MOL-01901,20.0,%
PMBJP-1782,MOL-00590,65.0,%
PMBJP-1782,MOL-00264,275.0,mg
PMBJP-1783,MOL-01903,20.0,mg
PMBJP-1783,MOL-00833,160.0,mg
PMBJP-1784,MOL-01903,40.0,mg
PMBJP-1785,MOL-01903,10.0,mg
PMBJP-1785,MOL-00024,75.0,mg
PMBJP-1785,MOL-00473,10.0,mg
PMBJP-1786,MOL-01903,20.0,mg
PMBJP-1786,MOL-00024,75.0,mg
PMBJP-1786,MOL-00473,20.0,mg
PMBJP-1787,MOL-01917,5.0,mg
PMBJP-1789,MOL-01917,2.5,mg
PMBJP-1789,MOL-00153,50.0,mg
PMBJP-1790,MOL-01919,250.0,mg
PMBJP-1791,MOL-01919,250.0,mg
PMBJP-1792,MOL-01921,24.0,mg
PMBJP-1792,MOL-02253,26.0,mg
PMBJP-1793,MOL-01921,49.0,mg
PMBJP-1793,MOL-02253,51.0,mg
PMBJP-1794,MOL-00043,200.0,mcg
PMBJP-1795,MOL-01924,,
PMBJP-1795,MOL-00664,,
PMBJP-1795,MOL-00487,,
PMBJP-1796,MOL-01926,50.0,mcg
PMBJP-1796,MOL-00890,100.0,mcg
PMBJP-1797,MOL-01935,4.0,mg
PMBJP-1798,MOL-01937,300.0,mg
PMBJP-1798,MOL-01558,200.0,mg
PMBJP-1799,MOL-01939,5.0,mg
PMBJP-1801,MOL-01979,50.0,mg
PMBJP-1801,MOL-01368,1000.0,mg
PMBJP-1802,MOL-01979,50.0,mg
PMBJP-1802,MOL-01368,500.0,mg
PMBJP-1803,MOL-01979,100.0,mg
PMBJP-1804,MOL-01979,50.0,mg
PMBJP-1805,MOL-02251,200.0,mg
PMBJP-1806,MOL-02251,200.0,mg
PMBJP-1807,MOL-02251,333.0,mg
PMBJP-1808,MOL-02014,,
PMBJP-1810,MOL-02046,0.1,%
PMBJP-1811,MOL-02072,80.0,mg
PMBJP-1811,MOL-00097,5.0,mg
PMBJP-1812,MOL-02072,80.0,mg
PMBJP-1812,MOL-00437,10.0,mg
PMBJP-1813,MOL-02072,80.0,mg
PMBJP-1814,MOL-02072,40.0,mg
PMBJP-1814,MOL-00420,12.5,mg
PMBJP-1814,MOL-00097,5.0,mg
PMBJP-1815,MOL-02072,40.0,mg
PMBJP-1815,MOL-00420,6.25,mg
PMBJP-1815,MOL-00097,5.0,mg
PMBJP-1816,MOL-02072,40.0,mg
PMBJP-1816,MOL-00437,10.0,mg
PMBJP-1816,MOL-00420,6.25,mg
PMBJP-1817,MOL-02086,1.0,%
PMBJP-1818,MOL-02099,25.0,mg
PMBJP-1819,MOL-02125,90.0,mg
PMBJP-1821,MOL-02138,9.0,mcg
PMBJP-1822,MOL-02138,18.0,mcg
PMBJP-1823,MOL-02142,5.0,mg
PMBJP-1824,MOL-02159,15.0,mg
PMBJP-1825,MOL-02165,10.0,mg
PMBJP-1825,MOL-02015,50.0,mg
PMBJP-1827,MOL-02165,40.0,mg
PMBJP-1828,MOL-02165,5.0,mg
PMBJP-1829,MOL-02178,,
PMBJP-1830,MOL-02199,60.0,mg
PMBJP-1831,MOL-02217,48.0,mg
PMBJP-1831,MOL-00279,90.0,mg
PMBJP-1831,MOL-01913,100.0,mg
PMBJP-1831,MOL-00619,50.0,mg
PMBJP-1832,MOL-02234,40.0,mg
PMBJP-1833,MOL-02241,150.0,mg
PMBJP-1834,MOL-02245,1000.0,mg
PMBJP-1837,MOL-02274,50.0,mg
PMBJP-1837,MOL-01368,850.0,mg
PMBJP-1841,MOL-02289,60000.0,iu
PMBJP-1842,MOL-02293,,
PMBJP-1843,MOL-02296,0.2,mg
PMBJP-1843,MOL-00962,1.0,mg
PMBJP-1843,MOL-01368,500.0,mg
PMBJP-1844,MOL-02296,0.2,mg
PMBJP-1844,MOL-00962,2.0,mg
PMBJP-1844,MOL-01368,1000.0,mg
PMBJP-1845,MOL-02296,0.3,mg
PMBJP-1845,MOL-00962,2.0,mg
PMBJP-1845,MOL-01368,1000.0,mg
PMBJP-1846,MOL-02323,4.0,mg
PMBJP-1848,MOL-00807,84.7,mg
PMBJP-1848,MOL-02108,25.3,mg
PMBJP-1849,MOL-02292,500.0,mg
PMBJP-1850,MOL-01251,12.5,mcg
PMBJP-1851,MOL-01251,25.0,mcg
PMBJP-1852,MOL-01251,75.0,mcg
PMBJP-1853,MOL-01251,125.0,mcg
PMBJP-1854,MOL-00054,10.0,mg
PMBJP-1855,MOL-00054,10.0,mg
PMBJP-1855,MOL-00708,0.5,mg
PMBJP-1856,MOL-00661,1.53,g
PMBJP-1857,MOL-00451,334.0,mg
PMBJP-1857,MOL-01756,1100.0,mg
PMBJP-1858,MOL-00557,7.5,mg
PMBJP-1859,MOL-00661,1.37,g
PMBJP-1860,MOL-00708,0.5,mg
PMBJP-1861,MOL-00856,1.0,mg
PMBJP-1862,MOL-01437,25.0,mg
PMBJP-1863,MOL-01437,50.0,mg
PMBJP-1864,MOL-01756,1100.0,mg
PMBJP-1864,MOL-01311,375.0,mg
PMBJP-1865,MOL-01966,4.0,mg
PMBJP-1866,MOL-01966,8.0,mg
PMBJP-1867,MOL-01966,4.0,mg
PMBJP-1867,MOL-00708,0.5,mg
PMBJP-1868,MOL-01966,8.0,mg
PMBJP-1868,MOL-00708,0.5,mg
PMBJP-1869,MOL-01998,5.0,mg
PMBJP-1870,MOL-01998,10.0,mg
PMBJP-1871,MOL-02055,0.4,mg
PMBJP-1871,MOL-02158,2.0,mg
PMBJP-1872,MOL-02055,0.4,mg
PMBJP-1872,MOL-02158,4.0,mg
PMBJP-1873,MOL-02158,2.0,mg
PMBJP-1874,MOL-02158,4.0,mg
PMBJP-1875,MOL-00177,1.0,%
PMBJP-1876,MOL-00230,0.5,%
PMBJP-1877,MOL-00276,1.0,%
PMBJP-1878,MOL-00280,0.09,%
PMBJP-1878,MOL-01459,0.5,%
PMBJP-1879,MOL-00404,0.5,%
PMBJP-1879,MOL-00591,0.1,%
PMBJP-1880,MOL-00752,150.0,mg
PMBJP-1881,MOL-00941,0.3,%
PMBJP-1881,MOL-00591,0.1,%
PMBJP-1882,MOL-00941,0.3,%
PMBJP-1882,MOL-01773,1.0,%
PMBJP-1883,MOL-00947,0.3,%
PMBJP-1883,MOL-00591,0.1,%
PMBJP-1884,MOL-01017,2.0,%
PMBJP-1886,MOL-01242,0.5,%
PMBJP-1887,MOL-01459,0.5,%
PMBJP-1887,MOL-00591,0.1,%
PMBJP-1888,MOL-01491,5.0,%
PMBJP-1889,MOL-00143,120.0,mg
PMBJP-1890,MOL-00141,75.0,mg
PMBJP-1891,MOL-00143,100.0,mg
PMBJP-1891,MOL-01335,200.0,mg
PMBJP-1892,MOL-00143,200.0,mg
PMBJP-1892,MOL-02031,500.0,mg
PMBJP-1892,MOL-01817,25.0,mg
PMBJP-1893,MOL-01780,7.5,mg
PMBJP-1894,MOL-01780,2.5,mg
PMBJP-1895,MOL-01816,12.5,mg
PMBJP-1895,MOL-02031,250.0,mg
PMBJP-1896,MOL-01816,25.0,mg
PMBJP-1896,MOL-02031,500.0,mg
PMBJP-1897,MOL-01824,600.0,mg
PMBJP-1898,MOL-00040,25.0,mg
PMBJP-1899,MOL-00071,0.25,mg
PMBJP-1899,MOL-01799,20.0,mg
PMBJP-1900,MOL-00071,0.25,mg
PMBJP-1900,MOL-01799,10.0,mg
PMBJP-1901,MOL-00071,0.5,mg
PMBJP-1901,MOL-01959,25.0,mg
PMBJP-1902,MOL-00071,0.5,mg
PMBJP-1902,MOL-01959,50.0,mg
PMBJP-1903,MOL-00094,100.0,mg
PMBJP-1904,MOL-00094,200.0,mg
PMBJP-1905,MOL-00095,75.0,mg
PMBJP-1906,MOL-00095,50.0,mg
PMBJP-1907,MOL-00095,5.0,mg
PMBJP-1908,MOL-00096,25.0,mg
PMBJP-1909,MOL-00101,50.0,mg
PMBJP-1910,MOL-00101,100.0,mg
PMBJP-1911,MOL-00138,2.5,mg
PMBJP-1912,MOL-00138,10.0,mg
PMBJP-1913,MOL-00138,15.0,mg
PMBJP-1914,MOL-00138,20.0,mg
PMBJP-1915,MOL-00138,7.5,mg
PMBJP-1916,MOL-00138,30.0,mg
PMBJP-1917,MOL-00146,5.0,mg
PMBJP-1918,MOL-00146,10.0,mg
PMBJP-1919,MOL-00283,1.25,mg
PMBJP-1920,MOL-00292,150.0,mg
PMBJP-1921,MOL-00407,25.0,mg
PMBJP-1922,MOL-00417,100.0,mg
PMBJP-1923,MOL-00417,50.0,mg
PMBJP-1924,MOL-00417,25.0,mg
PMBJP-1927,MOL-00443,20.0,mg
PMBJP-1927,MOL-00648,40.0,mg
PMBJP-1928,MOL-00449,20.0,mg
PMBJP-1929,MOL-00449,40.0,mg
PMBJP-1930,MOL-00450,250.0,mg
PMBJP-1931,MOL-00471,0.25,mg
PMBJP-1932,MOL-00470,10.0,mg
PMBJP-1933,MOL-00470,25.0,mg
PMBJP-1934,MOL-00470,50.0,mg
PMBJP-1935,MOL-00479,25.0,mg
PMBJP-1936,MOL-00479,50.0,mg
PMBJP-1937,MOL-00479,100.0,mg
PMBJP-1938,MOL-00616,2.0,mg
PMBJP-1939,MOL-00616,10.0,mg
PMBJP-1940,MOL-00686,10.0,mg
PMBJP-1941,MOL-00686,25.0,mg
PMBJP-1942,MOL-00686,75.0,mg
PMBJP-1943,MOL-00705,30.0,mg
PMBJP-1944,MOL-00773,5.0,mg
PMBJP-1945,MOL-00803,0.25,mg
PMBJP-1946,MOL-01200,25.0,mg
PMBJP-1947,MOL-01200,50.0,mg
PMBJP-1948,MOL-01250,50.0,mg
PMBJP-1949,MOL-01250,75.0,mg
PMBJP-1950,MOL-01438,30.0,mg
PMBJP-1951,MOL-01871,200.0,mg
PMBJP-1952,MOL-01871,550.0,mg
PMBJP-1953,MOL-01560,5.0,mg
PMBJP-1953,MOL-00878,20.0,mg
PMBJP-1954,MOL-01713,100.0,mg
PMBJP-1955,MOL-01646,12.5,mg
PMBJP-1955,MOL-00471,0.25,mg
PMBJP-1956,MOL-01884,0.5,mg
PMBJP-1957,MOL-01884,1.0,mg
PMBJP-1958,MOL-01884,2.0,mg
PMBJP-1959,MOL-00724,180.0,mg
PMBJP-1959,MOL-00668,120.0,mg
PMBJP-1960,MOL-00062,10.0,%
PMBJP-1961,MOL-01331,1500.0,mcg
PMBJP-1962,MOL-01331,500.0,mcg
PMBJP-1963,MOL-00023,150.0,mg
PMBJP-1963,MOL-02059,500.0,mg
PMBJP-1964,MOL-00247,100.0,iu
PMBJP-1965,MOL-01089,100.0,iu
PMBJP-1966,MOL-01856,0.5,mg
PMBJP-1967,MOL-01856,1.0,mg
PMBJP-1968,MOL-01856,2.0,mg
PMBJP-1969,MOL-01856,1.0,mg
PMBJP-1969,MOL-01368,500.0,mg
PMBJP-1970,MOL-01856,2.0,mg
PMBJP-1970,MOL-01368,500.0,mg
PMBJP-1971,MOL-00102,200.0,mg
PMBJP-1971,MOL-00455,28.5,mg
PMBJP-1971,MOL-01195,200.0,mg
PMBJP-1972,MOL-00102,500.0,mg
PMBJP-1972,MOL-00455,125.0,mg
PMBJP-1972,MOL-01195,500.0,mg
PMBJP-1973,MOL-00102,200.0,mg
PMBJP-1973,MOL-00455,28.5,mg
PMBJP-1973,MOL-01195,200.0,mg
PMBJP-1974,MOL-00102,250.0,mg
PMBJP-1974,MOL-00478,250.0,mg
PMBJP-1974,MOL-01195,250.0,mg
PMBJP-1975,MOL-00102,125.0,mg
PMBJP-1975,MOL-00478,125.0,mg
PMBJP-1975,MOL-01195,125.0,mg
PMBJP-1976,MOL-00102,250.0,mg
PMBJP-1976,MOL-00623,250.0,mg
PMBJP-1976,MOL-01195,250.0,mg
PMBJP-1978,MOL-00363,300.0,mg
PMBJP-1979,MOL-00363,125.0,mg
PMBJP-1980,MOL-02157,150.0,mg
PMBJP-1981,MOL-00368,50.0,mg
PMBJP-1981,MOL-00455,31.25,mg
PMBJP-1982,MOL-00368,100.0,mg
PMBJP-1982,MOL-00455,62.5,mg
PMBJP-1984,MOL-00376,125.0,mg
PMBJP-1985,MOL-00376,250.0,mg
PMBJP-1986,MOL-00376,500.0,mg
PMBJP-1987,MOL-00376,250.0,mg
PMBJP-1989,MOL-00379,250.0,mg
PMBJP-1989,MOL-02063,31.25,mg
PMBJP-1990,MOL-00379,1000.0,mg
PMBJP-1990,MOL-02063,125.0,mg
PMBJP-1991,MOL-01459,400.0,mg
PMBJP-1991,MOL-00368,400.0,mg
PMBJP-1992,MOL-00185,400.0,iu
PMBJP-1992,MOL-01501,3400.0,iu
PMBJP-1992,MOL-01748,5000.0,iu
PMBJP-1993,MOL-00975,1.0,%
PMBJP-1993,MOL-00062,5.0,%
PMBJP-1994,MOL-00975,1.0,%
PMBJP-1994,MOL-00062,5.0,%
PMBJP-1994,MOL-01924,2.0,%
PMBJP-1995,MOL-01950,1.0,%
PMBJP-1996,MOL-00016,100.0,mg
PMBJP-1996,MOL-00018,325.0,mg
PMBJP-1996,MOL-02219,100.0,mg
PMBJP-1998,MOL-00342,250.0,mcg
PMBJP-1999,MOL-00342,125.0,mcg
PMBJP-2000,MOL-00652,0.5,mg
PMBJP-2001,MOL-00795,15.0,mcg
PMBJP-2001,MOL-00949,60.0,mcg
PMBJP-2002,MOL-00795,0.035,mg
PMBJP-2002,MOL-00535,2.0,mg
PMBJP-2003,MOL-00309,500.0,mg
PMBJP-2003,MOL-02289,500.0,iu
PMBJP-2004,MOL-01840,1000.0,mg
PMBJP-2006,MOL-01982,500.0,mg
PMBJP-2007,MOL-01982,1000.0,mg
PMBJP-2008,MOL-01973,40.0,mg
PMBJP-2008,MOL-00645,0.005,ml
PMBJP-2008,MOL-00832,0.0007,ml
PMBJP-2009,MOL-01971,140.0,mg
PMBJP-2010,MOL-01830,10.0,mg
PMBJP-2011,MOL-01830,15.0,mg
PMBJP-2012,MOL-01830,30.0,mg
PMBJP-2014,MOL-00541,60.0,mg
PMBJP-2015,MOL-01495,5.0,mg
PMBJP-2015,MOL-02072,40.0,mg
PMBJP-2016,MOL-01435,10.0,mg
PMBJP-2017,MOL-02231,5.0,mg
PMBJP-2018,MOL-01360,500.0,mg
PMBJP-2019,MOL-01368,1000.0,mg
PMBJP-2019,MOL-00962,3.0,mg
PMBJP-2020,MOL-00584,0.1,mg
PMBJP-2021,MOL-02090,750.0,mcg
PMBJP-2022,MOL-01899,1.0,mg
PMBJP-2023,MOL-01899,2.0,mg
PMBJP-2024,MOL-01899,4.0,mg
PMBJP-2025,MOL-00242,0.03,%
PMBJP-2025,MOL-02132,0.5,%
PMBJP-2026,MOL-00809,50.0,mg
PMBJP-2027,MOL-01360,800.0,mg
PMBJP-2028,MOL-02046,2.0,mg
PMBJP-2029,MOL-02046,1.0,mg
PMBJP-2030,MOL-02046,0.25,mg
PMBJP-2031,MOL-01997,400.0,mg
PMBJP-2031,MOL-02262,100.0,mg
PMBJP-2032,MOL-00152,300.0,mg
PMBJP-2032,MOL-01887,100.0,mg
PMBJP-2033,MOL-01988,0.1,%
PMBJP-2034,MOL-02299,200.0,mg
PMBJP-2035,MOL-01756,1100.0,mg
PMBJP-2035,MOL-01311,375.0,mg
PMBJP-2035,MOL-01815,20.0,mg
PMBJP-2037,MOL-00779,20.0,mg
PMBJP-2038,MOL-01629,20.0,mg
PMBJP-2039,MOL-01630,60.0,mg
PMBJP-2039,MOL-00915,20.0,mg
